fid,qc_id,corrltv,prd_fsc,ciclo,entidad,redi,estado,municip,parroqu,categor,subctgr,mnt_pry,fech_nc,cotizcn,mnt_pr_,nmbr_pr,dscrpc_,estts_p,huso_nc,hus_fnl,crd_nr_,crd_st_,tipo_br,cntdd__,undd_br,mtrls_c,mtrl_tp,mtrl_cn,clsfccn,motivo,longitd,latitud,nrmlzd_,ctgrs_m,icon_url
"31","30",PI-2022-C-9-E-38-00038042,2022,C9,ALCALDÍA DE AYACUCHO (EDO. TÁCHIRA),Los Andes,Táchira,Ayacucho,Ayacucho,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),11930.5369127517,2022/08/16,5.96,11930.5369127517,"Mejoramiento de vialidad. Sector El Centro, Calle 5. Tramo comprendido desde la Carrera 4 hasta la Carrera 13. San Juan de Colón, municipio Ayacucho.","El proyecto consiste en: Remoción de capa asfáltica. Compra y Colocación de 150 toneladas de asfalto caliente, equivalente a 65.34 M3. Compra de 225 litros de RC-250. Cancelación de trece fletes para el traslado del material asfaltico.  Para alcanzar",Culminado,"18","18","888441","802355",Rehabilitación o Mejora,544.5,m2,Si,Asfalto Caliente (Toneladas),"150",carpeta,Elementos no asfalticos,-72.2635593045018,8.03326904162378,-0.763220426369077,"1",./0.png
"32","31",PI-2022-C-9-E-38-00038051,2022,C9,ALCALDÍA DE AYACUCHO (EDO. TÁCHIRA),Los Andes,Táchira,Ayacucho,Ayacucho,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),23560.9563758389,2022/08/16,5.96,23560.9563758389,"Mejoramiento de vialidad. Sector Sesquicentenaria, Carrera A1. Tramo comprendido desde la avenida Universidad hasta la Calle A2. San Juan de Colón, municipio Ayacucho.","El proyecto consiste en: Nivelación, replanteo de terreno y colocación de pavimento asfáltico. Compra y Colocación de 300 toneladas de asfalto caliente, equivalente a 130.68 M3. Compra de 450 litros de RC-250. Cancelación de veinticinco fletes para",Culminado,"18","18","890121","803448",Rehabilitación o Mejora,1089,m2,Si,Asfalto Caliente (Toneladas),"300",carpeta,Elementos no asfalticos,-72.2488216490267,8.0436879246656,-0.593011251990503,"1",./0.png
"33","32",PI-2022-C-9-E-38-00038054,2022,C9,ALCALDÍA DE AYACUCHO (EDO. TÁCHIRA),Los Andes,Táchira,Ayacucho,Ayacucho,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),15807.3825503356,2022/08/16,5.96,15807.3825503356,"Mejoramiento de vialidad. Barrio Ramón J. Velásquez. Calle Francisco de Paula Reina. Tramo comprendido desde la Carrera Regina de Velásquez hasta la Carrera 3. San Juan de Colón, municipio Ayacucho.","El proyecto consiste en: Remoción de capa asfáltica. Compra y Colocación de 200 toneladas de asfalto caliente, equivalente a 87.48 M3. Compra de  300 litros de RC-250. Cancelación de dieciséis fletes para el traslado del material asfaltico.  Para al",Culminado,"18","18","890554","803246",Rehabilitación o Mejora,729,m2,Si,Asfalto Caliente (Toneladas),"200",carpeta,Elementos no asfalticos,-72.2501797573834,8.04797079674761,-0.706483461957721,"1",./0.png
"34","33",PI-2022-C-9-E-38-00038056,2022,C9,ALCALDÍA DE AYACUCHO (EDO. TÁCHIRA),Los Andes,Táchira,Ayacucho,Ayacucho,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),8111.79865771812,2022/08/16,5.96,8111.79865771812,"Mejoramiento vial de la Carrera A en el tramo comprendido desde  la Calle 3 hasta la Calle 4 del  sector La Floresta, Parroquia  San Juan de Colón, municipio Ayacucho.","El proyecto consiste en: Remoción de capa asfáltica. Compra y Colocación de 100 toneladas de asfalto caliente, equivalente a 43.74 M3. Compra de 169 litros de RC-250. Cancelación de ocho fletes para el traslado del material asfaltico.  Para alcanzar",Culminado,"18","18","889121","801287",Rehabilitación o Mejora,364.5,m2,Si,Asfalto Caliente (Toneladas),"100",carpeta,Elementos no asfalticos,-72.2679132539267,8.03422867189034,-0.819106999301384,"1",./0.png
"35","34",PI-2023-C-10-E-83-00039630,2023,C10,ALCALDÍA DE CÓRDOBA (EDO. TÁCHIRA),Los Andes,Táchira,Córdoba,Capital Córdoba,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),67384.0445269017,2023/06/09,26.95,67384.0445269017,REHABILITACIÓN DE VIALIDAD (BACHEO ASFALTO CALIENTE) EN  EL SECTOR  CASCO CENTRAL CALLE  3 HASTA LA  CALLE 16 DE SANTA ANA MUNICIPIO CÓRDOBA ESTADO TACHIRA,"REPARACIÓN DE DE CARPETAS DE ASFALTO EN LA CARPETA SUBYACENTE DETERIORADA CON ASFALTO CALIENTE, COLOCADA CON MANO DE OBRA CALIFICADA, EMPLEANDO MAQUINARIA CASCO CENTRAL DE LA CALLE 3 HASTA LA CALLE 16 ENTRE CARRERAS  0 Y 9",Culminado,"18","18","846340","801154",Rehabilitación o Mejora,1200,m2,Si,Asfalto Caliente Toneladas,"300",bacheo,Elementos no asfalticos,-72.2803479463524,7.64132837287706,0.048332052658621,"2",./0.png
"36","35",PI-2023-C-11-E-357-00039745,2023,C11,GOBERNACIÓN DE TÁCHIRA,Los Andes,Táchira,Andrés Bello,Capital Andrés Bello,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),91442.4274864376,2023/06/27,27.65,91442.4274864376,"I Etapa, Rehabilitación integral de carpeta asfáltica en frio en el sector Monte Carmelo, Parroquia Capital, Municipio Andrés Bello, Estado Táchira.","El proyecto consiste en la rehabilitación de 10.500 m2 de la carpeta de rodamiento colocando una capa asfáltica de espesor variable,  aproximadamente 1270 Toneladas de asfalto frio  beneficiando una población de 3000 habitantes.",Culminado,"18","18","870930","810695",Rehabilitación o Mejora,10500,m2,Si,Asfalto Frio (Toneladas),"1270",heterogeneo_asf,Elementos no asfalticos,-72.1808507698058,7.86617738694521,0.40042232020424,"2",./0.png
"37","36",PI-2023-C-11-E-357-00039748,2023,C11,GOBERNACIÓN DE TÁCHIRA,Los Andes,Táchira,Cárdenas,Cárdenas,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),80113.1721518987,2023/06/27,27.65,80113.1721518987,"Rehabilitación integral de la vialidad interna con pavimento rígido en la calle El Mirador, entre carreras 3 y 4, Barrancas Parte Alta, parroquia cárdenas, Municipio Cárdenas, Estado Táchira.","La obra contempla la rehabilitación de 350 m2, mediante la demolición y reposición de pavimento rígido y recuperación de sumideros existentes, empleando equipo liviano, beneficiando una población de 1000 habitantes	",Culminado,"18","18","862995","804417",Rehabilitación o Mejora,350,m2,Si,Cemento (Sacos),"700",heterogeneo_asf,Elementos no asfalticos,-72.2409721238035,7.79864850516865,0.234620630683401,"2",./0.png
"38","37",PI-2023-C-12-E-68-00039932,2023,C12,ALCALDÍA DE CÁRDENAS (EDO. TÁCHIRA),Los Andes,Táchira,Cárdenas,Cárdenas,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),19451.5793127386,2023/07/19,28.81,19451.5793127386,"REHABILITACION A TRAVES DE BACHEO DE LA CALLE PRINCIPAL DEL SECTOR LAS MARGARITAS DESDE EL PASEO LOS ARTISTAS HASTA LOS MAIZALES, MUNICIPIO CARDENAS, ESTADO TACHIRA","COMPRENDE LA COLOCACION DE APROXIMADAMENTE 200 TONELADAS DE ASFALTO CALIENTE CON RC2 Y MAQUINARIA ESPECIALIZADA, EN FORMA DE BACHEO SECTORIZADO, Y A TRAVES LOS 10500m2 DE LA VIALIDAD PRINCIPAL DE ESTA COMUNIDAD DE LAS MARGARITAS",Culminado,"18","18","865478","804382",Rehabilitación o Mejora,10500,m2,Si,Mezcla Asfaltica En Caliente,"180",bacheo,Elementos no asfalticos,-72.2281757533235,7.81434966096815,-0.653151273538349,"1",./0.png
"39","38",PI-2023-C-2-E-357-00038770,2023,C2,GOBERNACIÓN DE TÁCHIRA,Los Andes,Táchira,Torbes,Capital Torbes,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),155637.841413311,2023/02/17,24.34,155637.841413311,"Rehabilitación de la vía que conduce a la población del Palmar de la Cope, municipio Torbes, parroquia Capital, Estado Táchira.","El Proyecto consiste en la rehabilitación de 1500 m2, sustitución de 2 alcantarillas, construcción de cunetas, construcción de un sumidero,reparación de una falla de borde y colocación de mezcla asfáltica en caliente en la vía que conduce al Palm",Culminado,"18","18","847443","809846",Rehabilitación o Mejora,1500,m2,Si,Mezcla Asfáltica En Caliente Ton,"200",heterogeneo_asf,Por descripción,-72.1943898339222,7.65285814681109,1.33991108396406,"2",./1.png
"40","39",PI-2023-C-3-E-75-00038830,2023,C3,ALCALDÍA DE CATATUMBO (EDO. ZULIA),Occidental,Zulia,Catatumbo,Udón Pérez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),42241.184134813,2023/02/16,24.33,42241.184134813,"REHABILITACIÓN DE LA VIALIDAD URBANA EN LA  AVENIDA 1 DEL SECTOR EL NAZARENO DE LA POBLACIÓN DEL GUAYABO, PARROQUIA UDON PÉREZ, MUNICIPIO CATATUMBO DEL ESTADO ZULIA.","CON LA REALIZACIÓN DE ESTE PROYECTO SE BUSCA  MEJORARA 4060 METROS CUADRADOS DE ACCESO PARA LOS TRANSEÚNTES QUE SE DESPLAZAN EN EL SECTOR EL NAZARENO EN LA AVENIDA NUMERO 1, POBLACIÓN EL GUAYABO DE LA PARROQUIA UDON PÉREZ,  MUNICIPIO CATATUMBO DEL ES",Culminado,"18","18","954082","793410",Rehabilitación o Mejora,4060,m2,Si,Granzon,"4060",heterogeneo_asf,Por descripción,-72.3334716782277,8.62530384909358,-0.319629354273918,"1",./0.png
"41","40",PI-2023-C-3-E-75-00038831,2023,C3,ALCALDÍA DE CATATUMBO (EDO. ZULIA),Occidental,Zulia,Catatumbo,Encontrados,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),42241.2248253185,2023/02/16,24.33,42241.2248253185,"REHABILITACIÓN DE LA VIALIDAD URBANA EN LA  AVENIDA 3 DEL SECTOR EL NAZARENO DE LA POBLACIÓN DE ENCONTRADOS, PARROQUIA ENCONTRADOS, MUNICIPIO CATATUMBO DEL ESTADO ZULIA.","CON LA REALIZACIÓN DE ESTE PROYECTO SE BUSCA  MEJORARA 3500 METROS CUADRADOS DE ACCESO PARA LOS TRANSEÚNTES QUE SE DESPLAZAN EN EL SECTOR EL NAZARENO EN LA AVENIDA NUMERO 3, POBLACIÓN DE ENCONTRADOS  EN LA PARROQUIA ENCONTRAROS MUNICIPIO CATATUMBO DEL",Culminado,"18","18","1003487","804918",Rehabilitación o Mejora,3500,m2,Si,Granzon,"3500",heterogeneo_asf,Por descripción,-72.2317344078813,9.06725501510739,-0.319628758775418,"1",./0.png
"42","41",PI-2023-C-5-E-127-00039103,2023,C5,ALCALDÍA DE INDEPENDENCIA (EDO. TÁCHIRA),Los Andes,Táchira,Capacho Nuevo,Juan Germán Roscio,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),59727.0322580645,2023/03/21,24.18,59727.0322580645,"REHABILITACION VIALIDAD SECTOR PEDRO DIABLO, PARROQUIA JUAN GERMAN ROSCIO, MUNICIPIO CAPACHO NUEVO, ESTADO TACHIRA.","estabilización de 300 metros cuadrados de fallas de borde con material de relleno, ampliación con rompe de vía o variante con maquinaria pesada y nivelación de calzada con el material de préstamo",Culminado,"18","18","862903","799384",Rehabilitación o Mejora,300,m2,Si,Materia De Prestamo Tipo Quindio,"71",heterogeneo_asf,Por descripción,-72.2868479109161,7.78666553934354,-0.063726995651872,"1",./0.png
"43","42",PI-2023-C-5-E-249-00039098,2023,C5,ALCALDÍA DE ROSARIO DE PERIJÁ (EDO. ZULIA),Occidental,Zulia,Rosario De Perijá,El Rosario,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),64425.4669148056,2023/03/21,24.18,64425.4669148056,"REASFALTADO DE LA VÍA PRINCIPAL DEL SECTOR SAN ANDRÉS (CALLE 19), TRAMO COMPRENDIDO ENTRE LA AV. 25 (DABAJURO) Y AV. 4, DEL SECTOR SAN ANDRÉS, VILLA DEL ROSARIO, PARROQUIA EL ROSARIO, MUNICIPIO ROSARIO DE PERIJÁ, ESTADO ZULIA.","Actualmente la Vía Principal (Calle 19), del sector San Andrés, presenta un deterioro general de la Capa Asfáltico, debido a ondulaciones , baches, deterioro general con piel de cocodrilo, grietas abundantes y desgastes del pavimento, por lo cual se p",Culminado,"18","18","1143645","793709",Rehabilitación o Mejora,4320,m2,Si,Mezcla Asfaltica (Ton),"596",carpeta,Elementos no asfalticos,-72.3182361543569,10.3288340496679,0.00503378175033,"2",./0.png
"44","43",PI-2023-C-7-E-38-00039244,2023,C7,ALCALDÍA DE AYACUCHO (EDO. TÁCHIRA),Los Andes,Táchira,Ayacucho,Ayacucho,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),8946.72631150874,2023/04/21,24.59,8946.72631150874,"Mejoramiento vial de la Carrera 10 en el tramo comprendido desde la Calle 11B hasta la Calle 12 del sector Palma Paraíso, San Juan de Colón, municipio Ayacucho.","El proyecto consiste en: Remoción de capa asfáltica. Compra y Colocación de 100 toneladas de asfalto caliente, equivalente a 43.47 M3. Compra de 120 litros de RC-250. Cancelación de siete fletes para el traslado del material asfaltico. Para alcanzar",Culminado,"18","18","889147","802487",Rehabilitación o Mejora,400,m2,Si,Asfalto Caliente (Toneladas),"100",carpeta,Elementos no asfalticos,-72.2543604855621,8.03696646112951,-0.806887977703016,"1",./0.png
"45","44",PI-2023-C-7-E-38-00039250,2023,C7,ALCALDÍA DE AYACUCHO (EDO. TÁCHIRA),Los Andes,Táchira,Ayacucho,Ayacucho,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),16063.4404229362,2023/04/21,24.59,16063.4404229362,"Mejoramiento vial de la Calle 2 en el tramo comprendido desde la Carrera 11 hasta la Carrera 12 del sector El Topón, San Juan de Colón, municipio Ayacucho.","El proyecto consiste en: Remoción de capa asfáltica. Compra y Colocación de 180 toneladas de asfalto caliente, equivalente a 78.26 M3. Compra de 200 litros de RC-250. Cancelación de trece fletes para el traslado del material asfaltico. Para alcanzar",Aprobado,"18","18","888277","802119",Rehabilitación o Mejora,760,m2,Si,Asfalto Caliente (Toneladas),"180",carpeta,Elementos no asfalticos,-72.2600178045879,8.02741752718104,-0.702736099343087,"1",./0.png
"46","45",PI-2023-C-7-E-38-00039257,2023,C7,ALCALDÍA DE AYACUCHO (EDO. TÁCHIRA),Los Andes,Táchira,Ayacucho,Ayacucho,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),8946.72631150874,2023/04/21,24.59,8946.72631150874,"Mejoramiento vial de la Calle 9 en el tramo comprendido desde la Carrera 0 hasta la Carrera 00 del sector Los Chaguaramos, San Juan de Colón, municipio Ayacucho.","El proyecto consiste en: Remoción de capa asfáltica. Compra y Colocación de 100 toneladas de asfalto caliente, equivalente a 43.47 M3. Compra de 120 litros de RC-250. Cancelación de 7 fletes para el traslado del material asfaltico. Para alcanzar la m",Culminado,"18","18","889449","801618",Rehabilitación o Mejora,400,m2,Si,Asfalto Caliente (Toneladas),"100",carpeta,Elementos no asfalticos,-72.2648035999413,8.03832820720789,-0.806887977703016,"1",./0.png
"47","46",PI-2023-C-7-E-38-00039387,2023,C7,ALCALDÍA DE AYACUCHO (EDO. TÁCHIRA),Los Andes,Táchira,Ayacucho,Ayacucho,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),6100.04066693778,2023/04/21,24.59,6100.04066693778,"Mejoramiento vial, sector Urdaneta Calle 1 en el tramo comprendido desde la Carrera 4 hasta la Carrera 6, San Juan de Colón, municipio Ayacucho.","El proyecto consiste en: Remoción de capa asfáltica. Compra y Colocación de 67 toneladas de asfalto caliente, equivalente a 29.13 M3. Compra de 110 litros de RC-250. Cancelación de 5 fletes para el traslado del material asfaltico. Para alcanzar la me",Culminado,"18","18","887882","803284",Rehabilitación o Mejora,315,m2,Si,Asfalto Caliente (Toneladas),"67",carpeta,Elementos no asfalticos,-72.2506625565046,8.02339756427814,-0.848548729046987,"1",./0.png
"48","47",PI-2022-C-1-E-126-00036277,2022,C1,ALCALDÍA DE INDEPENDENCIA (EDO. MIRANDA),Central,Miranda,Independencia,Santa Teresa Del Tuy,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",28715.0545454545,2022/02/21,4.4,28715.0545454545,"ASFALTADO EN CARRETERA LA RAISA DESDE EL SECTOR LA  DAMATERA  HASTA TOMUSO, MUNICIPIO INDEPENDENCIA DEL ESTADO BOLIVARIANO DE MIRANDA","SE TRATA DE LA PREPARACIÓN DE LA SUPERFICIE A TRAVES DE LA ESCARIFICACION SUMINISTRO Y COLOCACIÓN DE CARPETAS ASFÁLTICAS, JUSTADO A LAS CARACTERÍSTICAS DEL SECTOR, ASÍ COMO BACHEO  Y DEMARCACION.",Culminado,"19","19","1134409","751812",Rehabilitación o Mejora,1500,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-66.6873969318689,10.2407487534127,-0.517581918001244,"1",./0.png
"49","48",PI-2022-C-1-E-130-00036372,2022,C1,ALCALDÍA DE JACURA (EDO. FALCÓN),Occidental,Falcón,Jacura,Agua Linda,Vialidad,Rural,50505.4760820046,2022/02/17,4.39,50505.4760820046,"PROYECTO PARA LA REHABILITACIÓN Y MEJORAS DE TRAMO CRÍTICO EN LA VÍA TACAMIRE LA MONTAÑA, (SECTOR CRUZ DEL MEDIO) PARROQUIA AGUA LINDA MUNICIPIO JACURA DEL ESTADO FALCÓN",MEJORAR CON MATERIAL BASE UN TRAMO DE LA VÍA PARA MEJOR TRANSITABILIDAD EN LA MISMA,Culminado,"19","19","1204677","492077",Rehabilitación o Mejora,275,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-69.0713931131194,10.8952759080612,-0.198682873055468,"1",./0.png
"50","49",PI-2022-C-1-E-144-00036403,2022,C1,ALCALDÍA DE JUAN GERMÁN ROSCIO NIEVES (EDO. GUÁRICO),Los LLanos,Guárico,Juan Germán Roscio Nieves,San Juan De Los Morros,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),60404.3690205011,2022/02/17,4.39,60404.3690205011,"REHABILITACIÓN DEL PAVIMENTO CON MEZCLA ASFÁLTICA EN CALIENTE EN LA AVENIDA  RÓMULO GALLEGOS DE SAN JUAN DE LOS MORROS, MUNICIPIO JUAN GERMÁN ROSCIO NIEVES, ESTADO BOLIVARIANO DE GUÁRICO.","CONSISTE EN EL SUMINISTRO, TRANSPORTE Y COLOCACIÓN  DE 660 TON DE MEZCLA ASFÁLTICA EN CALIENTE,  POR MEDIO DE BACHEO LOCALIZADO ( DEMOLICIÓN DE PAVIMENTO, RIEGO DE ADHERENCIA CON RC-250)  MEJORAR LA CARPETA DE RODAMIENTO DE ESPESOR VARIABLE (PAVIMENTA",Culminado,"19","19","1097022","678453",Rehabilitación o Mejora,660,Toneladas,Si,Mezcla Asfáltica En Caliente,"660",heterogeneo_asf,Elementos no asfalticos,-67.3684334828117,9.91782759014877,-0.05381428945271,"1",./0.png
"51","50",PI-2022-C-1-E-164-00036305,2022,C1,ALCALDÍA DE LIBERTADOR (EDO. MÉRIDA),Los Andes,Mérida,Libertador,Domingo Peña,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),47835.9908883827,2022/02/17,4.39,47835.9908883827,BACHEO Y ASFALTADO DESDE EL FINAL DE LA CALLE PRINCIPAL DE LA URB. STA. MÓNICA INTERSECCIÓN CON LA AV. HUMBERTO TEJERA CRUCE CON LA CALLE KENNEDY 2 FRENTE AL LICEO BOLIVARIANO GONZALO PICON FEBRES HASTA LA INTERSECCIÓN DEL FINAL DE LA CALLE KENNEDY 2,EL PROYECTO CONTEMPLA EJECUTAR BACHEO Y ASFALTADO DE LAS VIAS DE ACCESO COMPRENDIDO EN EL TRAMO DESDE EL FINAL DE LA CALLE PRINCIPAL DE LA URB. STA. MÓNICA INTERSECCIÓN CON LA AV. HUMBERTO TEJERA CRUCE CON LA CALLE KENNEDY 2 FRENTE AL LICEO BOLIVARIANO,Culminado,"19","19","948700","261925",Rehabilitación o Mejora,115,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-71.1654535081196,8.57581632870716,-0.237750326492061,"1",./0.png
"52","51",PI-2022-C-1-E-201-00036260,2022,C1,ALCALDÍA DE NAGUANAGUA (EDO. CARABOBO),Central,Carabobo,Naguanagua,Urbana Naguanagua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),83108.1343963554,2022/02/17,4.39,83108.1343963554,"Recuperación Integral de Vía en Zona Oeste, Zona Sureste y Zona Norte ( Avenida Universidad ) del Municipio Naguanagua , Estado Carabobo","Demolición de pavimentos, aceras, brocales y cunetas de concreto; Demolición de pavimentos de asfalto con equipo liviano ; Excavación para estructuras; Compactacion de rellenos incluye suministro de granzon ; Transporte para las demoliciones; Encofrad",Culminado,"19","19","1133809","607946",Rehabilitación o Mejora,100,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-68.0110606615176,10.2308744745861,0.278451384384235,"2",./0.png
"53","52",PI-2022-C-1-E-291-00036278,2022,C1,ALCALDÍA DE SUCRE (EDO. MIRANDA),Central,Miranda,Sucre,Petare,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),103071.339407745,2022/02/17,4.39,103071.339407745,REHABILITACION Y MEJORA DE LA VIALIDAD DE LA PARROQUIA PETARE DEL MUNICIPIO SUCRE  DEL ESTADO MIRANDA,Rehabilitación y mejora de la vialidad de la parroquia petare del municipio sucre del estado miranda a través de la colocación de asfalto en caliente para mejorar las condiciones de la misma y la mayor conectividad posible. Se prevé utilizar 660 tone,Culminado,"19","19","1161073","743285",Rehabilitación o Mejora,660,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-66.7943621514338,10.4527116106119,0.57060943196998,"2",./1.png
"54","53",PI-2022-C-1-E-299-00036252,2022,C1,ALCALDÍA DE TINAQUILLO (EDO. COJEDES),Los LLanos,Cojedes,Tinaquillo,Tinaquillo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),82456.4920273349,2022/02/17,4.39,82456.4920273349,"CULMINACIÓN DEL PAR VIAL DE APAMATES II, A TRAVÉS DE LA  PAVIMENTACIÓN FLEXIBLE (ASFALTADO) EN EL MUNICIPIO TINAQUILLO DEL ESTADO COJEDES.",CON EL PRESENTE PROYECTO SE REALIZARÁ LA PAVIMENTACIÓN DE 250 METROS LINEALES DE CALZADA CON UN ANCHO PROMEDIO DE 10 METROS LO QUE HACE UN APROXIMADO DE 800 TON DE ASFALTO Y LA CONTINUIDAD DE 120 METROS LINEALES DE ACERAS Y BROCALES. DENTRO DE LA EJECU,Culminado,"19","19","1095176","575483",Ampliación,800,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-68.3139919095683,9.90430871625183,0.268914711182283,"2",./0.png
"55","54",PI-2022-C-1-E-303-00036244,2022,C1,ALCALDÍA DE TOVAR (EDO. MÉRIDA),Los Andes,Mérida,Tovar,Tovar,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),28859.7722095672,2022/02/17,4.39,28859.7722095672,"REHABILITACION DEL SISTEMA VIAL DESDE LA TRONCAL 007 HASTA LA AV. TACHIRA, PARROQUIA TOVAR, MUNICIPIO TOVAR DEL ESTADO MERIDA.","EL PROYECTO PLANTEA LA REHABILITACIÓN DE LA VIALIDAD URBANA QUE ACTUALMENTE SE ENCUENTRA EN DEPLORABLES CONDICIONES, MEDIANTE LA SUSTITUCIÓN DE LA CARPETA DE RODAMIENTO O LA EJECUCIÓN DE BACHEO NECESARIOS DE MANERA DE OPTIMIZAR LA CIRCULACIÓN VEHICUL",Culminado,"19","19","921594","196323",Rehabilitación o Mejora,15,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-71.7364990345207,8.34049400537068,-0.515464000052988,"1",./0.png
"56","55",PI-2022-C-1-E-321-00036390,2022,C1,ALCALDÍA DE VARGAS (EDO. LA GUAIRA),Central,La Guaira,Vargas,Carlos Soublette,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),74676.6560364465,2022/02/17,4.39,74676.6560364465,"PRIMERA ETAPA DE LA REPAVIMENTACION Y DEMARCACION DE LA CALLE PRINCIPAL DE CANAIMA DESDE EL SECTOR SAN RAFAEL HASTA EL CRUCE CON LA AV PPAL DE MONTESANO,PARROQUIA CARLOS SOUBLETTE, MUNICIPIO VARGAS. ESTADO LA GUAIRA","?	Limpieza y mantenimiento a mano de canales de concreto.
?	Imprimación Asfáltica empleando material asfaltico Tipo RC-250
?	Colocación de mezcla asfáltica en caliente.
?	Demarcación Continua y Discontinua a lo largo del tramo asfaltado.
",Culminado,"19","19","1171479","721294",Rehabilitación o Mejora,898.56,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-66.9716307558279,10.5954927366189,0.155058158973433,"2",./0.png
"57","56",PI-2022-C-1-E-339-00036152,2022,C1,GOBERNACIÓN DE AMAZONAS,Sur,Amazonas,Autónomo Atures,Fernando Girón Tovar,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),132169.642857143,2022/02/09,4.48,132169.642857143,"REHABILITACION DE LA CARPETA ASFALTICA PARA MEJORAR LA VIALIDAD DE LA AVENIDA ORINOCO,  EN  LA CIUDAD DE PUERTO AYACUCHO, MUNICIPIO ATURES,  DEL ESTADO AMAZONAS.","COMPRA DE MATERIAL ASFÁLTICO Y GRANULAR, PARA LA CONTINUACIÓN DEL ASFALTADO DE LA CIUDAD DE PUERTO AYACUCHO, MEDIANTE LA EMPRESA ASFALTO Y PAVIMENTOS AMAZONAS C.A, PERTENECIENTE A LA GOBERNACIÓN DEL ESTADO AMAZONAS,  EN LA AVENIDA ORINOCO. SE PREFVE E",Culminado,"19","19","625296","652483",Rehabilitación o Mejora,2500,Toneladas,Si,Material Asfáltico (A-30) (Ton),"5",heterogeneo_asf,Elementos no asfalticos,-67.628102892974,5.66313933947295,0.996458062937976,"2",./1.png
